Tempo,PressaoDescarga,PressaoSuccao,CorrenteRMS,CorrenteCurtose,CorrenteAssimetria,CorrenteForma,CorrenteTHD,CorrentePico,CorrenteCrista,CorrenteVariancia,CorrenteDesvio,VibracaoCalotaInferiorRMS,VibracaoCalotaInferiorCurtose,VibracaoCalotaInferiorAssimetria,VibracaoCalotaInferiorForma,VibracaoCalotaInferiorTHD,VibracaoCalotaInferiorPico,VibracaoCalotaInferiorCrista,VibracaoCalotaInferiorVariancia,VibracaoCalotaInferiorDesvio,VibracaoCalotaSuperiorRMS,VibracaoCalotaSuperiorCurtose,VibracaoCalotaSuperiorAssimetria,VibracaoCalotaSuperiorForma,VibracaoCalotaSuperiorTHD,VibracaoCalotaSuperiorPico,VibracaoCalotaSuperiorCrista,VibracaoCalotaSuperiorVariancia,VibracaoCalotaSuperiorDesvio,Vazao
-0.0333333276666667,3.257728803,3.270835525,0.0136121754717675,5.50150801962497,0.304310169541302,1.28125658077231,-10.04760330624,0.095793,7.03730275874568,0.000147224680694137,0.0121336177908378,0.000946201516643621,3.14294246647803,-0.0146548147637649,1.15633926214488,-17.8411530627316,0.002918,3.08390966265915,2.77496984383748e-07,0.000526779825338583,0.00152237875582409,2.9524005107875,-0.0680455232593386,1.05352236385238,-17.8411530627316,0.003472,2.28064138882479,2.30063133195467e-07,0.000479648968721363,3.570258141
-0.0166664809722222,3.245459669,3.263557357,0.0135209520656455,5.66354383195624,0.307068190713448,1.28138457255932,-15.0817425619298,0.102167,7.5561986688489,0.00014521962804906,0.0120507106864724,0.000970429911426855,4.44270270117814,-0.047167170250372,1.22352466630081,-20.2785328125674,0.005202,5.36051077851808,4.94499332271371e-07,0.000703206464895888,0.00121800047386465,4.58587750210367,-0.114509191548596,1.1353742934951,-20.2785328125674,0.006057,4.97290446922525,3.92532760955123e-07,0.000626524349850126,3.675518036
0,9.9871954,2.076846292,1.16905697895839,1.55350001914564,0.00710839179913394,1.11738850268071,-23.6528100980477,1.746339,1.49380144118892,1.36671694808753,1.16906669958883,0.0672694970405427,3.05132224290967,-0.0396489281914393,1.25811158350155,-13.090520222028,0.260345,3.87017907749618,0.00452523359947124,0.0672698565441554,0.08168323051209,3.25604387532115,-0.224419808113587,1.27336980155685,-13.090520222028,0.368636,4.51299486674242,0.00666935457446889,0.081666116440473,1.790861249
0.0166666848333333,10.08402872,1.145227218,1.09539818859583,1.54312961500696,0.00418883885384951,1.11527073603134,-24.8068442611603,1.622043,1.48077933384139,1.1999127437794,1.09540528745273,0.022368242684879,2.69306398457326,-0.15635824609231,1.22823375773355,-14.1796460041131,0.094845,4.24016322319838,0.000498275736270067,0.0223220907683413,0.0229236123528375,2.63177299638086,0.042989662109121,1.2239750349028,-14.1796460041131,0.082667,3.60619429117886,0.000524349534949596,0.0228986797643357,1.043328762
0.0333332878888889,10.68329055,1.14898053,1.09752747587179,1.54347927893049,0.00395800830630781,1.11528476653847,-24.8627101998176,1.641166,1.49533021822199,1.2045885497871,1.09753749356781,0.0229062420565636,2.78514527277295,-0.0602348878300013,1.24223272923681,-13.7295746349899,0.083258,3.63472977341314,0.000522644386133687,0.0228614169756314,0.0222683559410552,2.47012933994104,0.175050288078961,1.20517506024626,-13.7295746349899,0.072613,3.26081549047483,0.000490281240430552,0.0221422952836998,1.160701632
0.0500003841944444,11.03409729,1.151738971,1.09532778027602,1.54480290048663,0.00310114074448835,1.11558336134551,-24.5356469845474,1.628417,1.48669378182817,1.19976656921695,1.09533856374043,0.0256236479389912,2.91540653413508,-0.276993052347811,1.24786028948416,-15.9588842765831,0.102135,3.98596641052745,0.000655461425947031,0.0256019808988881,0.0231333707894998,2.62628499168846,0.114474305619911,1.22433076030934,-15.9588842765831,0.078749,3.40412993491395,0.000533279143651296,0.0230928374967499,1.213284373
0.0666672668333333,11.24203688,1.149213715,1.09247463381627,1.54216474080037,0.00174324842530741,1.1151776383428,-24.2669171999131,1.618856,1.48182479472769,1.1935260236709,1.09248616635219,0.0248698635643721,3.0719165190477,-0.0976863049656609,1.26174454551947,-19.6737403736325,0.105708,4.25044551315652,0.000618473793808298,0.0248691333545883,0.0231035596232773,2.590766046852,0.0166559636543393,1.22454441596203,-19.6737403736325,0.083704,3.62299149416207,0.000532156061402458,0.0230685080012223,1.214501739
0.0833343140555556,11.42957423,1.149676692,1.0875924765967,1.5435953943355,0.00240229039864194,1.11542202916614,-24.5286078397032,1.618856,1.48847664436382,1.18288646689086,1.08760584169582,0.0258504341577727,2.95712065591959,0.0977544443811299,1.2546926763909,-17.7065468751605,0.100523,3.8886387511513,0.000666030573128928,0.0258075681366712,0.0260383161268298,2.7568645716472,-0.0213116924181892,1.23359239750482,-17.7065468751605,0.091331,3.50756168544604,0.000677224314999105,0.0260235338683874,1.22761035
0.100000824138889,11.41770958,1.141157542,1.08135723090602,1.54202307802945,0.00191082745513336,1.11504916277189,-24.7636779100169,1.609295,1.48821772676514,1.16935745825899,1.08136832682439,0.0274871167749605,2.79033111564796,0.0307676585337839,1.2395682405933,-16.243726952185,0.104295,3.79432302244985,0.000755570436627836,0.0274876415253807,0.0289744008432899,2.86709032806292,0.0477284055199321,1.24415079089016,-16.243726952185,0.104829,3.61798680728465,0.000834782317706331,0.0288925997048783,1.206686378
0.116667560527778,12.38291953,1.148012158,1.08081985724123,1.54112680122218,0.00155008335999894,1.11488119984553,-24.5582898035857,1.609295,1.48895765489329,1.16819764748114,1.08083192378886,0.0267045335024872,3.16009851040268,-0.132973476409106,1.26475679542356,-17.9053421671732,0.11527,4.31649554893981,0.000712196015708549,0.026687000875118,0.0251242193723726,2.69153692432775,-0.0296268505502916,1.23586422288922,-17.9053421671732,0.094537,3.76278357543542,0.000631168156239305,0.0251230602482919,1.170133233
